OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
844,81579342,1001428194,7/29/2021 4:00:00 AM,1522,751 KIPLING AVE,,JUTLAND RD,Major Arterial,Etobicoke York,43.627307,-79.529269,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,23,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,618651.073344662,4831529.8753391
845,81579346,1001479611,8/5/2021 4:00:00 AM,2302,DUFFERIN ST,RANEE AVE,,Major Arterial,North York,43.721545,-79.456371,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,15 to 19,Fatal,24,North,Motorcycle,Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D32,624337.395311497,4842103.02859866
846,81579847,1001538488,8/14/2021 4:00:00 AM,243,BLOOR ST W,EAGLE RD,,Major Arterial,Etobicoke York,43.645354,-79.520053,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Passenger,20 to 24,Fatal,25,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,16,Stonegate-Queensway,16,Stonegate-Queensway (16),D22,619358.8446988,4833547.43264982
847,81580152,1001547694,8/15/2021 4:00:00 AM,1415,DON VALLEY PARKWAY  N,BAYVIEW BLOOR DVP N RAMP,1 km North o,Expressway,Scarborough,43.690997,-79.359271,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Motorcycle Driver,20 to 24,Fatal,29,North,Motorcycle,Going Ahead,Speed too Fast For Condition,Unknown,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,57,Broadview North,57,Broadview North (57),D55,632225.906005008,4838860.49844759
848,81580411,1001569148,8/18/2021 4:00:00 AM,1442,YONGE ST,FINCH AVE E,,Major Arterial,North York,43.779765,-79.415546,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,35,East,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,,,,,,,,,,151,Yonge-Doris,51,Willowdale East (51),D32,627502.142080533,4848631.28117285
849,81579849,1001570554,8/18/2021 4:00:00 AM,1810,AVENUE RD,BLOOR ST W,,Major Arterial,North York,43.668646,-79.394099,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,15 to 19,Fatal,26,North,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Unknown,,Yes,,,Yes,,,,,Yes,,,,169,Bay-Cloverhill,76,Bay Street Corridor (76),D52,629467.162513043,4836323.16892394
850,81579851,1001585997,8/20/2021 4:00:00 AM,2020,NEILSON RD,OAKMEADOW BLVD,,Minor Arterial,Scarborough,43.79032,-79.212337,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,27,Unknown,,,,,Pedestrian hit at mid-block,Other,Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,135,Morningside,135,Morningside (135),D43,643829.379725853,4850136.62329409
851,81579853,1001597350,8/22/2021 4:00:00 AM,1533,CALEDONIA RD,LOTHERTON PTWY,,Minor Arterial,North York,43.705851,-79.465106,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,28,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Inattentive,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,623666.071825205,4840346.92189086
852,81580251,1001608912,8/24/2021 4:00:00 AM,844,5 FAIRVIEW MALL DR,,,Minor Arterial,North York,43.779162,-79.34782,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,30,West,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,,,47,Don Valley Village,47,Don Valley Village (47),D33,632953.49052628,4848670.84309705
853,81432989,1001622645,8/26/2021 4:00:00 AM,330,HARBOUR ST,YORK ST,,Major Arterial,Toronto and East York,43.640933,-79.380649,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,31,Unknown,,,,,Unknown,Other,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D52,630611.574576785,4833266.35347471
854,81580254,1001633249,8/27/2021 4:00:00 AM,1400,QUEENS QUAY WEST,BATHURST ST,,Major Arterial,Toronto and East York,43.6356,-79.398326,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,32,North,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,163,Fort York-Liberty Village,82,Niagara (82),D14,629197.219633774,4832646.38937145
855,81580727,1001657810,8/30/2021 4:00:00 AM,2205,BLOOR ST W,DORVAL RD,,Major Arterial,Toronto and East York,43.655696,-79.454929,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Sideswipe,Motorcycle Driver,30 to 34,Fatal,33,West,Motorcycle,Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,624589.806864232,4834791.76484992
856,81581481,1001719723,9/1/2021 4:00:00 AM,1124,COXWELL AVE,GERRARD ST E,,Minor Arterial,Toronto and East York,43.67525,-79.320316,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Other,Passenger,85 to 89,Fatal,36,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),D55,635400.735531635,4837174.43101445
857,81581478,1001685952,9/3/2021 4:00:00 AM,1735,COLLEGE ST,UNIVERSITY AVE,,Major Arterial,Toronto and East York,43.659785,-79.390453,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,20 to 24,Fatal,34,East,Motorcycle,Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,629780.197521452,4835344.7333195
858,81581791,1001791905,9/18/2021 4:00:00 AM,1355,LAWRENCE AVE  W,WESTON RD,,Major Arterial,Etobicoke York,43.700087,-79.516155,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,45 to 49,Fatal,37,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,113,Weston,113,Weston (113),D12,619564.488838463,4839631.86691579
859,81588057,1001804125,9/20/2021 4:00:00 AM,1033,VICTORIA PARK AVE,SHEPPARD AVE E,,Major Arterial,North York,43.775172,-79.322978,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,38,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,634961.56185234,4848267.88682709
860,81582706,1001888393,10/1/2021 4:00:00 AM,2039,EGLINTON AVE E,MIDLAND AVE,,Major Arterial,Scarborough,43.734458,-79.258067,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,39,South,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,,,124,Kennedy Park,124,Kennedy Park (124),D41,640280.562389039,4843853.83483432
861,81582708,1001896382,10/3/2021 4:00:00 AM,132,F G GARDINER XY  E,ISLINGTON AVE,,Expressway,Etobicoke York,43.621237,-79.5078,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,55 to 59,Fatal,40,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,620395.213619566,4830886.63332482
862,81583780,1001961568,10/12/2021 4:00:00 AM,1639,PARKSIDE DR,SPRING RD,,Major Arterial,Scarborough,43.640914,-79.454616,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Passenger,65 to 69,Fatal,42,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,624645.617840896,4833150.50324725
863,81588052,1001961568,10/12/2021 4:00:00 AM,1639,PARKSIDE DR,SPRING RD,,Major Arterial,Scarborough,43.640914,-79.454616,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Driver,70 to 74,Fatal,41,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,624645.617840896,4833150.50324725
864,81583786,1001970214,10/13/2021 4:00:00 AM,1927,DON MILLS RD,THE DONWAY  W,,Minor Arterial,North York,43.73189,-79.342868,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,43,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,Yes,,,,,,42,Banbury-Don Mills,42,Banbury-Don Mills (42),D33,633457.036110644,4843428.53829532
865,81583788,1001982074,10/15/2021 4:00:00 AM,1201,BURNHAMTHORPE RD,SHAVER AVE N,,Major Arterial,Etobicoke York,43.648104,-79.551654,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Driver,55 to 59,Fatal,44,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,158,Islington,14,Islington-City Centre West (14),D22,616804.849798812,4833807.8935005
866,81584155,1002009493,10/19/2021 4:00:00 AM,1140,DANFORTH AVE,BIRCHMOUNT RD,,Minor Arterial,Scarborough,43.696921,-79.263965,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,45,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,639892.905499611,4839674.83386728
867,81584159,1002013655,10/19/2021 4:00:00 AM,2136,O CONNOR DR,PEPLER AVE,,Major Arterial,Toronto and East York,43.693316,-79.349239,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,46,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,58,Old East York,58,Old East York (58),D55,633029.263458902,4839134.10164783
868,81588337,1002048741,10/24/2021 4:00:00 AM,2019,2233 BARTOR RD,,100 m South ,Minor Arterial,Etobicoke York,43.73461,-79.526828,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Driver,45 to 49,Fatal,49,South,"Automobile, Station Wagon",Stopped,Other,Unknown,,,,,,,,,Yes,,,,,,,,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,618636.33115384,4843450.79246649
869,81588521,1002054917,10/25/2021 4:00:00 AM,1835,LAKE SHORE BLVD W,TWENTY FIRST ST,21 m west of,Major Arterial,Etobicoke York,43.597369,-79.520198,Non Intersection,No Control,Rain,"Dusk, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,48,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,18,New Toronto,18,New Toronto (18),D22,619442.12952942,4828217.90281082
870,81582214,1002090164,10/30/2021 4:00:00 AM,1840,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,43.750979,-79.275401,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,47,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,126,Dorset Park,126,Dorset Park (126),D41,638846.413041231,4845659.53778925
871,81604193,1002183788,11/12/2021 5:00:00 AM,2030,DON VALLEY PARKWAY  S,DUNDAS ST E,,Expressway,Toronto and East York,43.662001,-79.355159,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,50,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,,,,Yes,,Yes,,,,,Yes,,,,,,70,South Riverdale,70,South Riverdale (70),D55,632621.157380752,4835646.66192184
872,81604196,1002190393,11/13/2021 5:00:00 AM,2012,THE QUEENSWAY,HIGH ST,,Major Arterial,Etobicoke York,43.632056,-79.477725,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Fatal,51,,"Automobile, Station Wagon",,,,,,,,,,,,Yes,,,,,,,,,,,16,Stonegate-Queensway,16,Stonegate-Queensway (16),D22,622799.745980849,4832132.26617161
873,81604197,1002190676,11/13/2021 5:00:00 AM,2100,RENFORTH DR,CENTENNIAL PARK GT,,Minor Arterial,Etobicoke York,43.65372,-79.580486,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,5 to 9,Fatal,52,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,614468.947460666,4834391.44634229
874,81604711,1002221731,11/18/2021 5:00:00 AM,959,SHERBOURNE ST,DUNDAS ST  E,,Major Arterial,Toronto and East York,43.658221,-79.37099,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,55 to 59,Fatal,53,West,,Going Ahead,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,,,,Yes,,,,Yes,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,631352.955579804,4835201.65832779
875,81614755,1002330287,12/3/2021 5:00:00 AM,1325,TOWER DR,BRIAN AVE,,Local,Scarborough,43.747439,-79.299724,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,Driver,80 to 84,Fatal,54,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636896.231760133,4845225.88195871
876,81614754,1002384384,12/10/2021 5:00:00 AM,2345,LAKE SHORE BLVD E,LOWER JARVIS ST,,Major Arterial,Scarborough,43.645503,-79.369815,Non Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,57,Unknown,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Other,Other,,,,Yes,,Yes,,,,,,Yes,Yes,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,631475.44977779,4833791.01771196
877,81604199,1002386733,12/11/2021 5:00:00 AM,1132,MIDLAND AVE,BROADBENT AVE,,Major Arterial,Scarborough,43.738864,-79.259937,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,55,West,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,Yes,Yes,,138,Eglinton East,138,Eglinton East (138),D41,640119.688981529,4844340.02267371
878,81614757,1002396112,12/12/2021 5:00:00 AM,1930,3805 SHEPPARD AVE E,,,Major Arterial,Scarborough,43.782389,-79.29182,Non Intersection,No Control,Strong wind,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,56,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,637452.549844028,4849120.7105386
879,81614759,1002433478,12/18/2021 5:00:00 AM,10,LAWRENCE AVE E,PHARMACY AVE,,Major Arterial,Scarborough,43.74317,-79.304607,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,55 to 59,Fatal,58,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Unknown,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636512.780748967,4844743.68710302
880,81614766,1002462552,12/22/2021 5:00:00 AM,1353,MCCOWAN RD,ALTON TOWERS CRCL,,Major Arterial,Scarborough,43.820834,-79.273273,Non Intersection,No Control,Snow,Daylight,Wet,Fatal,SMV Other,Driver,65 to 69,Fatal,59,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,130,Milliken,130,Milliken (130),D42,638855.895533835,4853421.60989872
881,81614767,1002486085,12/26/2021 5:00:00 AM,1402,YONGE ST,RICHMOND ST E,,Major Arterial,Toronto and East York,43.651618,-79.378948,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,60,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,,,168,Downtown Yonge East,75,Church-Yonge Corridor (75),D51,630725.593246002,4834455.74037896
882,81616021,2000036960,1/6/2022 5:00:00 AM,1942,LAWRENCE AVE E,BROCKLEY DR,,Major Arterial,Scarborough,43.751959,-79.262477,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,1,South,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,,,157,Bendale South,127,Bendale (127),D41,639884.645203536,4845790.12768864
883,81615292,2000145218,1/22/2022 5:00:00 AM,2306,WESTON RD,DEE AVE,,Major Arterial,Etobicoke York,43.711131,-79.535136,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,2,West,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Other,,,,Yes,,Yes,,,,,,,Yes,,,,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),D12,618013.362944241,4840831.25810214
884,81616022,2000184133,1/28/2022 5:00:00 AM,1506,THE QUEENSWAY,ISLINGTON AVE,ISLINGTON AV,Major Arterial,Etobicoke York,43.623351,-79.515498,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,3,East,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,619769.912576852,4831110.28567852
885,81615481,2000223282,2/3/2022 5:00:00 AM,922,F G GARDINER XY  W,ROYAL YORK RD,EAST OF ISLI,Expressway,Etobicoke York,43.622718,-79.501651,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Rear End,Driver,25 to 29,Fatal,4,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive,,,,,,,,,Yes,,Yes,,,,Yes,Yes,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,620888.369710599,4831060.05098957
886,81615831,2000320162,2/18/2022 5:00:00 AM,1144,BAY ST,COLLEGE ST,,Major Arterial,Etobicoke York,43.660742,-79.385814,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,5,North,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,630152.183143215,4835458.28762185
887,81615833,2000375775,2/27/2022 5:00:00 AM,348,YORE RD,KEELE ST,,Major Arterial,,43.691695,-79.474223,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Fatal,6,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),D12,622960.442784671,4838761.14382946
888,81616019,2000383216,2/28/2022 5:00:00 AM,1050,FINCH AVE E,MCCOWAN RD,,Major Arterial,Scarborough,43.807955,-79.266467,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,7,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,,Yes,,,,,,,,129,Agincourt North,129,Agincourt North (129),D42,639433.182511615,4852002.63335581
889,81631593,2000422292,3/6/2022 5:00:00 AM,240,LAKE SHORE BLVD W,JAMESON AVE,,Major Arterial,,43.633368,-79.43645,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,15 to 19,Fatal,8,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,85,South Parkdale,85,South Parkdale (85),D14,626126.628703668,4832339.86515495
890,81631595,2000425405,3/6/2022 5:00:00 AM,1521,DUNDAS ST E,BOND ST,,Local,Toronto and East York,43.656188,-79.378276,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,9,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,"Ability Impaired, Alcohol",,,,Yes,,Yes,,,,,,,Yes,,,,168,Downtown Yonge East,75,Church-Yonge Corridor (75),D51,630769.865928781,4834964.35800571
891,81631590,2000598961,3/31/2022 4:00:00 AM,1736,LAKE SHORE BLVD W,SUPERIOR AVE,,Major Arterial,Etobicoke York,43.614878,-79.48862,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,11,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,621955.582599514,4830208.37821647
892,81631597,2000598961,3/31/2022 4:00:00 AM,1736,LAKE SHORE BLVD W,SUPERIOR AVE,,Major Arterial,Etobicoke York,43.614878,-79.48862,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,Fatal,12,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,Yes,,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,621955.582599514,4830208.37821647
893,81631723,2000598961,3/31/2022 4:00:00 AM,1736,LAKE SHORE BLVD W,SUPERIOR AVE,,Major Arterial,Etobicoke York,43.614878,-79.48862,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,10,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,621955.582599514,4830208.37821647
894,81631592,2000627947,4/5/2022 4:00:00 AM,125,LANSDOWNE AVE,LAPPIN AVE,,Minor Arterial,Etobicoke York,43.664824,-79.445697,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,13,Unknown,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D11,625315.262918397,4835819.45224089
895,81636142,2000630643,4/5/2022 4:00:00 AM,1230,FINCH AVE W,400 S FINCH E RAMP,,Major Arterial,Etobicoke York,43.753958,-79.532718,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,14,West,,,,,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive,,,,Yes,,,,Yes,,,,,,,,,22,Humbermede,22,Humbermede (22),D31,618123.940213127,4845591.25109732
